Source,CH1,CH2
Second,Value,Value
+8.512000E-07,+4.640000E+00,+1.192093E-07
+8.532000E-07,+4.640000E+00,+1.192093E-07
+8.552000E-07,+4.640000E+00,+1.192093E-07
+8.572000E-07,+4.640000E+00,+1.192093E-07
+8.592000E-07,+4.720000E+00,+1.192093E-07
+8.612000E-07,+4.640000E+00,+1.192093E-07
+8.632000E-07,+4.720000E+00,+1.192093E-07
+8.652000E-07,+4.640000E+00,+1.192093E-07
+8.672000E-07,+4.640000E+00,+1.192093E-07
+8.692000E-07,+4.640000E+00,+1.192093E-07
+8.712000E-07,+4.640000E+00,+1.192093E-07
+8.732000E-07,+4.640000E+00,+1.192093E-07
+8.752000E-07,+4.640000E+00,+1.192093E-07
+8.772000E-07,+4.720000E+00,+1.192093E-07
+8.792000E-07,+4.640000E+00,+1.192093E-07
+8.812000E-07,+4.640000E+00,+1.192093E-07
+8.832000E-07,+4.640000E+00,+1.192093E-07
+8.852000E-07,+4.640000E+00,+1.192093E-07
+8.872000E-07,+4.720000E+00,+1.192093E-07
+8.892000E-07,+4.640000E+00,+1.192093E-07
+8.912000E-07,+4.640000E+00,+1.192093E-07
+8.932000E-07,+4.640000E+00,+1.192093E-07
+8.952000E-07,+4.640000E+00,+1.192093E-07
+8.972000E-07,+4.720000E+00,+1.192093E-07
+8.992000E-07,+4.640000E+00,+1.192093E-07
+9.012000E-07,+4.640000E+00,+1.192093E-07
+9.032000E-07,+4.640000E+00,+1.192093E-07
+9.052000E-07,+4.640000E+00,+1.192093E-07
+9.072000E-07,+4.640000E+00,+1.192093E-07
+9.092000E-07,+4.640000E+00,+1.192093E-07
+9.112000E-07,+4.640000E+00,+1.192093E-07
+9.132000E-07,+4.640000E+00,+1.192093E-07
+9.152000E-07,+4.640000E+00,+1.192093E-07
+9.172000E-07,+4.640000E+00,+1.192093E-07
+9.192000E-07,+4.640000E+00,+1.192093E-07
+9.212000E-07,+4.640000E+00,+1.192093E-07
+9.232000E-07,+4.720000E+00,+1.192093E-07
+9.252000E-07,+4.640000E+00,+1.192093E-07
+9.272000E-07,+4.720000E+00,+1.192093E-07
+9.292000E-07,+4.640000E+00,+1.192093E-07
+9.312000E-07,+4.640000E+00,+1.192093E-07
+9.332000E-07,+4.640000E+00,+1.192093E-07
+9.352000E-07,+4.720000E+00,+1.192093E-07
+9.372000E-07,+4.640000E+00,+1.192093E-07
+9.392000E-07,+4.640000E+00,+1.192093E-07
+9.412000E-07,+4.640000E+00,+1.192093E-07
+9.432000E-07,+4.640000E+00,+1.192093E-07
+9.452000E-07,+4.720000E+00,+1.192093E-07
+9.472000E-07,+4.640000E+00,+1.192093E-07
+9.492000E-07,+4.640000E+00,+1.192093E-07
+9.512000E-07,+4.640000E+00,+1.192093E-07
+9.532000E-07,+4.640000E+00,+1.192093E-07
+9.552000E-07,+4.720000E+00,+1.192093E-07
+9.572000E-07,+4.640000E+00,+1.192093E-07
+9.592000E-07,+4.720000E+00,+1.192093E-07
+9.612000E-07,+4.640000E+00,+1.192093E-07
+9.632000E-07,+4.640000E+00,+1.192093E-07
+9.652000E-07,+4.640000E+00,+1.192093E-07
+9.672000E-07,+4.720000E+00,+1.192093E-07
+9.692000E-07,+4.720000E+00,+1.192093E-07
+9.712000E-07,+4.640000E+00,+1.192093E-07
+9.732000E-07,+4.640000E+00,+1.192093E-07
+9.752000E-07,+4.640000E+00,+1.192093E-07
+9.772000E-07,+4.640000E+00,+1.192093E-07
+9.792000E-07,+4.640000E+00,+1.192093E-07
+9.812000E-07,+4.640000E+00,+1.192093E-07
+9.832000E-07,+4.640000E+00,+1.192093E-07
+9.852000E-07,+4.640000E+00,+1.192093E-07
+9.872000E-07,+4.640000E+00,-7.999992E-02
+9.892000E-07,+4.640000E+00,+1.192093E-07
+9.912000E-07,+4.640000E+00,+1.192093E-07
+9.932000E-07,+4.640000E+00,+1.192093E-07
+9.952000E-07,+4.640000E+00,+1.192093E-07
+9.972000E-07,+4.640000E+00,+1.192093E-07
+9.992000E-07,+4.720000E+00,+1.192093E-07
+1.001200E-06,+4.640000E+00,+1.192093E-07
+1.003200E-06,+4.640000E+00,+1.192093E-07
+1.005200E-06,+4.640000E+00,+1.192093E-07
+1.007200E-06,+4.640000E+00,+1.192093E-07
+1.009200E-06,+4.640000E+00,+1.192093E-07
+1.011200E-06,+4.720000E+00,+1.192093E-07
+1.013200E-06,+4.640000E+00,+1.192093E-07
+1.015200E-06,+4.640000E+00,+1.192093E-07
+1.017200E-06,+4.720000E+00,+1.192093E-07
+1.019200E-06,+4.640000E+00,+1.192093E-07
+1.021200E-06,+4.640000E+00,+1.192093E-07
+1.023200E-06,+4.640000E+00,+1.192093E-07
+1.025200E-06,+4.640000E+00,+1.192093E-07
+1.027200E-06,+4.640000E+00,+1.192093E-07
+1.029200E-06,+4.640000E+00,+1.192093E-07
+1.031200E-06,+4.640000E+00,+1.192093E-07
+1.033200E-06,+4.640000E+00,+1.192093E-07
+1.035200E-06,+4.640000E+00,+1.192093E-07
+1.037200E-06,+4.640000E+00,+1.192093E-07
+1.039200E-06,+4.640000E+00,+1.192093E-07
+1.041200E-06,+4.640000E+00,+1.192093E-07
+1.043200E-06,+4.640000E+00,+1.192093E-07
+1.045200E-06,+4.640000E+00,+1.192093E-07
+1.047200E-06,+4.640000E+00,+1.192093E-07
+1.049200E-06,+4.640000E+00,+1.192093E-07
+1.051200E-06,+4.640000E+00,+1.192093E-07
+1.053200E-06,+4.640000E+00,+1.192093E-07
+1.055200E-06,+4.640000E+00,+1.192093E-07
+1.057200E-06,+4.640000E+00,+1.192093E-07
+1.059200E-06,+4.640000E+00,+1.192093E-07
+1.061200E-06,+4.640000E+00,+1.192093E-07
+1.063200E-06,+4.640000E+00,+1.192093E-07
+1.065200E-06,+4.640000E+00,+1.192093E-07
+1.067200E-06,+4.640000E+00,+1.192093E-07
+1.069200E-06,+4.640000E+00,+1.192093E-07
+1.071200E-06,+4.640000E+00,+1.192093E-07
+1.073200E-06,+4.640000E+00,+1.192093E-07
+1.075200E-06,+4.640000E+00,+1.192093E-07
+1.077200E-06,+4.640000E+00,+1.192093E-07
+1.079200E-06,+4.640000E+00,+1.192093E-07
+1.081200E-06,+4.640000E+00,+1.192093E-07
+1.083200E-06,+4.640000E+00,+1.192093E-07
+1.085200E-06,+4.640000E+00,+1.192093E-07
+1.087200E-06,+4.640000E+00,+1.192093E-07
+1.089200E-06,+4.720000E+00,+1.192093E-07
+1.091200E-06,+4.640000E+00,+1.192093E-07
+1.093200E-06,+4.640000E+00,+1.192093E-07
+1.095200E-06,+4.640000E+00,+1.192093E-07
+1.097200E-06,+4.640000E+00,+1.192093E-07
+1.099200E-06,+4.640000E+00,+1.192093E-07
+1.101200E-06,+4.640000E+00,+1.192093E-07
+1.103200E-06,+4.640000E+00,+1.192093E-07
+1.105200E-06,+4.640000E+00,+1.192093E-07
+1.107200E-06,+4.640000E+00,+1.192093E-07
+1.109200E-06,+4.640000E+00,+1.192093E-07
+1.111200E-06,+4.640000E+00,+1.192093E-07
+1.113200E-06,+4.640000E+00,+1.192093E-07
+1.115200E-06,+4.640000E+00,+1.192093E-07
+1.117200E-06,+4.640000E+00,+1.192093E-07
+1.119200E-06,+4.640000E+00,+1.192093E-07
+1.121200E-06,+4.640000E+00,+1.192093E-07
+1.123200E-06,+4.640000E+00,+1.192093E-07
+1.125200E-06,+4.640000E+00,+1.192093E-07
+1.127200E-06,+4.640000E+00,+1.192093E-07
+1.129200E-06,+4.640000E+00,+1.192093E-07
+1.131200E-06,+4.640000E+00,-7.999992E-02
+1.133200E-06,+4.640000E+00,+1.192093E-07
+1.135200E-06,+4.640000E+00,+1.192093E-07
+1.137200E-06,+4.640000E+00,+1.192093E-07
+1.139200E-06,+4.640000E+00,+1.192093E-07
+1.141200E-06,+4.640000E+00,+1.192093E-07
+1.143200E-06,+4.640000E+00,+1.192093E-07
+1.145200E-06,+4.640000E+00,+1.192093E-07
+1.147200E-06,+4.640000E+00,+1.192093E-07
+1.149200E-06,+4.640000E+00,+1.192093E-07
+1.151200E-06,+4.640000E+00,+1.192093E-07
+1.153200E-06,+4.640000E+00,+1.192093E-07
+1.155200E-06,+4.640000E+00,+1.192093E-07
+1.157200E-06,+4.640000E+00,+1.192093E-07
+1.159200E-06,+4.640000E+00,+1.192093E-07
+1.161200E-06,+4.640000E+00,+1.192093E-07
+1.163200E-06,+4.640000E+00,+1.192093E-07
+1.165200E-06,+4.640000E+00,+1.192093E-07
+1.167200E-06,+4.640000E+00,+1.192093E-07
+1.169200E-06,+4.640000E+00,+1.192093E-07
+1.171200E-06,+4.640000E+00,+1.192093E-07
+1.173200E-06,+4.640000E+00,+1.192093E-07
+1.175200E-06,+4.640000E+00,+1.192093E-07
+1.177200E-06,+4.640000E+00,+1.192093E-07
+1.179200E-06,+4.640000E+00,+1.192093E-07
+1.181200E-06,+4.640000E+00,+1.192093E-07
+1.183200E-06,+4.640000E+00,+1.192093E-07
+1.185200E-06,+4.640000E+00,+1.192093E-07
+1.187200E-06,+4.640000E+00,+1.192093E-07
+1.189200E-06,+4.640000E+00,+1.192093E-07
+1.191200E-06,+4.640000E+00,+1.192093E-07
+1.193200E-06,+4.640000E+00,+1.192093E-07
+1.195200E-06,+4.640000E+00,+1.192093E-07
+1.197200E-06,+4.640000E+00,+1.192093E-07
+1.199200E-06,+4.640000E+00,+1.192093E-07
+1.201200E-06,+4.640000E+00,+1.192093E-07
+1.203200E-06,+4.640000E+00,-7.999992E-02
+1.205200E-06,+4.640000E+00,+1.192093E-07
+1.207200E-06,+4.640000E+00,+1.192093E-07
+1.209200E-06,+4.640000E+00,+1.192093E-07
+1.211200E-06,+4.640000E+00,+1.192093E-07
+1.213200E-06,+4.640000E+00,+1.192093E-07
+1.215200E-06,+4.640000E+00,+1.192093E-07
+1.217200E-06,+4.640000E+00,+1.192093E-07
+1.219200E-06,+4.640000E+00,-7.999992E-02
+1.221200E-06,+4.640000E+00,+1.192093E-07
