x/m
14
58
-2
20
-30
6
-16
-44
16
18
-10
-28
-8
2
-12
16
26
-16
-42
-6
24
-32
14
-64
48
-46
-46
-30
34
-34
-6
32
-38
48
26
24
-20
6
-46
-2
16
-20
-68
16
-24
18
-32
6
-34
0
18
10
-10
52
0
-16
-28
-48
-8
-60
-70
34
20
46
16
-70
-28
-8
-44
22
12
-26
74
20
-28
-32
20
44
-4
12
16
-26
-48
44
40
6
-10
18
22
26
-34
62
22
-8
16
6
12
-30
16
-52
-4
0
-4
-2
38
-6
-20
46
96
-34
16
-30
44
22
-16
-2
-16
-18
-8
-26
24
32
34
-4
74
52
34
-62
-4
-38
20
26
48
14
20
-38
-12
12
-50
12
28
-22
-16
-12
2
-12
14
16
-16
-22
-10
14
-18
12
-60
32
-48
-48
-14
26
-34
-2
20
-6
26
20
26
-20
-4
-32
6
6
-24
-66
12
-18
-2
-14
2
-32
0
26
-6
-8
50
26
-40
-18
-50
-4
-66
-64
30
16
58
2
-74
-6
-16
-52
30
8
-20
62
32
-20
-36
16
38
0
4
10
-10
-50
38
50
-4
-14
16
24
30
-24
50
36
-16
12
-2
24
-30
10
-38
-12
6
-10
4
16
8
-16
42
80
-20
14
-26
42
16
0
4
-18
-34
4
-34
40
20
28
0
66
40
62
-72
-4
-38
6
52
46
2
16
-30
-14
20
-56
0
38
-10
-24
-10
-10
-8
14
24
-10
-30
-12
8
-4
8
-64
8
-24
-46
-6
4
-14
-24
18
12
6
30
30
-20
-6
-22
6
-6
-6
-86
6
8
-10
-28
22
-44
4
18
-4
-2
50
16
-38
-12
-42
-20
-44
-76
8
44
32
24
-64
-28
-2
-62
26
28
-32
56
34
-26
-40
32
30
14
-2
6
-22
-32
42
40
6
-26
32
12
26
-24
58
22
-2
0
10
12
-34
38
-48
-8
-14
0
-6
38
6
-14
24
82
-14
4
-30
54
20
10
-28
12
-38
-6
-22
20
24
28
8
62
34
70
-68
-4
-34
-22
70
44
10
20
-32
-14
30
-56
-20
44
-10
-22
-24
14
-18
16
12
10
-34
-36
8
6
10
-56
2
-18
-56
0
-12
-10
-12
12
18
6
32
20
-2
8
-54
10
-10
-6
-64
-26
26
-6
-22
-8
-32
12
10
12
2
30
22
-40
-18
-42
-16
-26
-96
6
58
18
26
-46
-34
-20
-50
22
32
-22
36
46
-42
-16
16
34
12
-18
14
2
-42
34
44
-14
-2
28
4
38
-34
60
24
-12
6
24
16
-40
40
-36
-16
-30
10
-18
42
16
-12
12
78
-8
-6
-24
62
14
12
-16
-16
-18
2
-36
16
22
22
26
56
32
62
-46
-14
-32
-30
74
58
-2
24
-28
-32
34
-56
-6
42
-26
-6
-32
16
-6
4
12
16
-24
-58
24
0
-10
-26
-14
-2
-66
-2
-8
-26
10
0
22
-4
38
18
4
-4
-30
-4
-6
-8
-54
-46
44
-8
-30
-18
-24
36
-16
2
24
20
36
-58
-6
-40
-20
-38
-92
4
52
20
36
-42
-38
-20
-54
20
26
-14
44
34
-20
-28
16
46
-8
-16
22
2
-38
34
40
-4
-14
24
4
40
-34
50
32
0
-8
14
38
-52
58
-46
-26
-24
-2
-10
48
14
-26
28
72
-14
18
-38
58
-2
28
-4
-22
-20
-12
-16
18
10
30
24
42
46
52
-42
-16
-30
-30
78
52
-10
44
-30
-32
40
-58
-34
48
-4
6
-60
30
-24
4
24
20
-36
-40
4
10
-4
-50
8
-6
-64
10
-34
-14
10
0
28
-14
48
8
-6
0
-20
-2
-12
10
-66
-56
50
-14
-16
-14
-26
28
-20
14
24
12
32
-56
-2
-46
-4
-52
-86
-4
62
-4
40
-32
-30
-26
-34
8
28
-6
30
30
-14
-44
24
52
-10
-16
12
2
-22
8
46
16
-26
36
-26
64
-38
52
30
12
-20
32
30
-62
52
-50
-22
-22
6
4
46
8
-22
12
82
-14
20
-32
48
-2
8
8
-16
-10
-12
-36
12
16
28
46
20
44
82
-54
-24
-24
-32
74
48
-2
50
-24
-34
30
-74
-14
42
12
-2
-62
10
-4
-14
34
18
-38
-32
-2
6
-10
-30
-18
18
-62
-8
-12
-24
16
-4
32
-30
54
10
-14
2
-4
-26
8
16
-46
-92
48
-14
22
-40
-36
46
-16
-6
48
-6
24
-40
-14
-40
0
-66
-62
-28
76
-14
56
-48
-8
-52
-16
-2
22
-6
26
34
-10
-34
22
36
2
-8
14
-10
-16
-4
56
10
-42
46
-22
68
-48
56
36
18
-14
32
0
-34
38
-44
-30
-20
14
-2
44
6
-22
26
62
-6
10
-6
22
0
26
12
-28
-12
6
-40
2
14
24
44
18
52
84
-46
-16
-52
-18
74
48
-8
48
-18
-30
30
-72
-24
44
18
-2
-56
-2
-2
-16
24
42
-44
-40
-4
16
-24
-22
-22
22
-62
-20
6
-12
4
-18
38
-24
54
0
6
-4
-2
-24
0
16
-44
-100
38
-18
40
-48
-28
30
-6
4
28
18
18
-30
-30
-36
2
-66
-58
-34
76
-4
38
-28
-20
-50
-10
-22
46
-4
-4
50
-12
-12
-4
28
14
-12
26
-16
-32
24
24
14
-22
30
-14
66
-48
54
48
16
-26
20
14
-20
16
-36
-22
-28
18
6
34
8
-24
34
58
-14
22
-4
20
2
34
-6
-10
-16
10
-58
-6
30
22
46
12
56
70
-30
-18
-48
-16
80
10
14
46
-26
-10
28
-72
-24
24
32
-16
-52
10
-12
-6
16
50
-34
-54
0
8
-18
-20
-22
20
-50
-34
12
-18
4
-18
24
-8
46
6
6
8
-8
-20
-8
22
-54
-82
28
-16
30
-44
-24
4
10
12
30
-4
32
-26
-20
-44
0
-66
-50
-40
72
-2
36
-16
-32
-42
-14
-28
44
14
-16
46
-6
-32
14
20
8
14
10
-18
-22
18
30
6
-14
14
-10
52
-16
38
46
16
-16
30
6
-18
-12
-6
-20
-28
18
4
26
-14
10
12
76
-18
10
8
22
-10
36
-6
-24
6
8
-48
-16
34
16
46
20
44
68
-12
-38
-46
-18
74
14
20
58
-30
-18
24
-68
-26
18
48
-34
-26
-10
-8
-2
20
46
-50
-32
-12
26
-24
-24
-28
22
-48
-30
8
0
-14
-10
34
-32
48
10
2
6
-8
-20
-2
6
-28
-86
22
-10
24
-42
-18
-8
10
2
36
2
36
-28
-32
-24
-6
-60
-40
-76
82
4
30
8
-56
-46
-14
-8
28
14
-24
56
12
-50
16
22
22
-12
24
-20
-14
-6
36
24
-12
2
-16
62
-4
24
60
-10
6
16
12
-16
-8
-8
-28
-20
-2
8
44
-22
14
6
80
0
-16
12
28
-8
34
-2
-14
-8
4
-44
-16
36
14
52
6
38
86
-12
-48
-16
-34
66
24
10
54
-28
-22
24
-58
-30
36
26
-16
-34
-10
10
-16
4
40
-38
-44
6
16
-28
-16
-30
28
-58
-26
12
0
-26
-10
32
-32
42
10
28
-8
10
-44
0
6
-10
-86
18
-6
36
-72
-10
-14
22
4
26
10
24
-22
-20
-26
-10
-62
-42
-66
72
0
24
34
-74
-54
-2
-14
20
32
-30
52
10
-46
24
10
30
-14
12
-8
-20
-12
28
54
-14
-8
0
46
2
12
64
-12
20
20
-8
-4
-10
-4
-40
-18
2
-8
50
-6
2
10
54
38
-34
8
28
12
28
-26
10
-10
-10
-38
-20
52
12
32
20
42
92
-6
-52
-26
-38
46
44
18
56
-32
-20
18
-36
-40
24
24
-16
-44
-2
20
-10
-14
48
-40
-36
0
20
-30
-6
-48
36
-48
-26
2
2
-16
-32
60
-56
34
26
28
-6
14
-52
-8
18
-16
-78
4
4
24
-58
0
-22
2
22
24
2
28
-14
-18
-32
-24
-42
-42
-60
48
10
36
28
-82
-54
12
-44
42
28
-40
58
20
-46
16
4
42
-30
20
-8
-14
-16
30
48
-12
-4
8
32
4
4
62
0
26
16
-16
8
-16
0
-36
-20
0
-2
32
0
4
2
62
52
-48
6
32
10
24
-22
14
-16
-20
-6
-46
56
8
42
12
48
92
-2
-66
-8
-34
44
26
28
38
-10
-28
10
-36
-34
28
22
-20
-44
14
8
-16
2
30
-22
-48
-8
36
-40
14
-58
46
-60
-28
-6
16
-30
-40
68
-56
44
32
22
-2
-2
-52
-4
18
-18
-72
8
-20
48
-64
8
-24
-4
20
24
-2
34
-8
-12
-32
-42
-30
-46
-66
50
20
24
24
-60
-56
10
-50
28
34
-28
50
28
-46
0
4
52
-10
10
-4
-16
-26
28
46
4
-14
8
40
-4
-2
72
-16
28
20
-10
4
-28
18
-52
-4
8
-2
10
18
-4
-12
62
64
-42
18
-10
28
36
-40
20
0
-42
-4
-32
54
4
48
0
68
68
6
-68
16
-54
52
4
46
26
-6
-28
10
-26
-30
6
40
-32
-36
6
12
-12
12
14
-10
-38
-16
32
-44
28
-74
42
-46
-34
-14
14
-34
-16
48
-48
52
26
12
-4
6
-48
-14
32
-24
-72
12
-16
18
-34
0
-14
-12
20
12
6
32
-12
-6
-24
-42
-26
-46
-78
48
22
32
26
-70
-48
-2
-48
26
34
-32
74
18
-42
-20
4
58
0
0
20
-32
-38
52
36
-12
-2
12
30
24
-20
64
10
-2
18
0
8
-36
36
-58
-8
2
-2
-2
26
4
-18
48
90
-44
18
-30
48
30
-40
20
-8
-42
-2
-24
38
32
38
-8
64
66
22
-74
12
-54
42
14
54
4
18
-28
4
-14
-42
12
14
-6
-22
-14
2
-12
16
26
-18
-38
-4
18
-30
12
-62
48
-52
-36
-34
36
-30
-16
36
-34
48
20
26
-16
-2
-42
2
16
-26
-72
30
-30
12
-26
2
-36
-2
22
12
-14
54
2
-18
-30
-44
-4
-68
-64
32
14
52
20
-76
-24
-14
-40
26
6
-24
70
22
-30
-26
20
46
-2
2
16
-22
-46
42
42
6
-18
22
24
26
-36
64
22
-10
18
8
10
-28
14
-52
0
0
-12
4
36
-6
-18
50
90
-38
20
-32
46
20
-14
-2
-16
-20
-4
-30
28
26
36
-2
72
48
40
-66
-2
-38
22
28
48
12
18
-38
-10
14
-52
18
22
-18
-16
-12
-2
-8
12
12
-12
-26
-6
10
-14
6
-52
24
-42
-48
-18
24
-28
-4
18
-4
24
22
30
-26
-6
-26
6
4
-24
-68
16
-16
-2
-18
-2
-30
0
28
-2
-10
44
26
-36
-18
-48
-6
-66
-62
28
18
56
6
-74
-10
-16
-54
30
12
-22
64
28
-14
-44
20
38
0
2
16
-16
-52
46
46
-8
-10
16
22
32
-22
48
36
-10
2
0
20
-26
12
-38
-14
8
-6
2
18
8
-18
38
82
-18
14
-28
40
22
-6
0
-10
-36
4
-34
34
24
32
-2
68
38
66
-80
2
-42
8
48
52
2
14
-26
-18
24
-62
2
42
-16
-26
-8
-4
-14
16
22
-4
-34
-18
14
-4
10
-62
4
-18
-54
0
4
-22
-22
16
18
6
30
26
-14
-6
-28
12
-14
-2
-84
0
16
-16
-26
22
-38
-4
20
-2
-8
52
16
-38
-14
-36
-26
-42
-74
10
40
34
24
-68
-22
-4
-66
32
22
-32
58
36
-28
-36
28
32
12
-4
10
-22
-34
44
40
2
-26
32
14
28
-22
58
22
-4
0
12
10
-32
32
-42
-6
-20
2
-8
40
2
-4
22
76
-14
2
-32
62
16
12
-30
8
-30
-6
-22
18
20
28
8
66
38
66
-70
0
-30
-30
72
48
8
18
-32
-16
28
-54
-18
44
-10
-24
-24
12
-12
12
16
2
-26
-34
0
14
6
-52
-4
-18
-58
8
-14
-14
-12
18
12
6
34
18
2
2
-48
6
-10
-2
-64
-32
30
-8
-18
-12
-32
20
2
14
6
28
24
-44
-16
-44
-12
-34
-92
2
58
22
28
-46
-38
-18
-50
24
32
-24
38
46
-40
-20
12
40
6
-12
10
4
-40
30
50
-16
-6
28
8
38
-42
64
22
-6
6
20
20
-46
46
-34
-18
-36
14
-18
42
18
-16
10
78
-2
-10
-22
64
12
12
-14
-16
-22
0
-30
18
22
22
26
50
34
64
-50
-14
-34
-26
70
62
-8
30
-28
-32
34
-54
-10
44
-22
-8
-32
14
-6
2
16
12
-22
-56
20
2
-8
-30
-12
-6
-62
-4
-10
-24
14
-4
24
-2
34
18
4
-6
-28
-8
-2
-4
-62
-38
42
-8
-30
-16
-24
32
-14
4
26
10
42
-56
-6
-40
-24
-42
-90
4
58
20
36
-52
-30
-16
-56
22
22
-12
42
34
-24
-26
16
52
-12
-16
20
2
-36
34
38
2
-22
26
2
46
-36
48
34
-2
-10
22
40
-58
58
-44
-34
-20
2
-12
54
6
-22
26
68
-12
26
-44
60
-2
22
-4
-14
-30
-6
-18
16
10
32
30
34
50
52
-42
-16
-32
-22
70
54
-10
48
-30
-36
38
-54
-34
50
-8
6
-58
22
-24
12
22
20
-32
-44
2
12
-2
-56
10
-4
-70
18
-32
-18
14
-2
28
-18
50
12
-12
2
-22
2
-10
8
-66
-58
50
-16
-6
-20
-22
26
-24
12
28
10
34
-54
-4
-48
-4
-56
-80
-8
66
-4
38
-34
-22
-36
-28
8
24
-6
30
34
-20
-34
18
50
-8
-12
12
0
-20
6
40
18
-28
38
-22
62
-38
54
26
14
-14
32
20
-56
48
-48
-28
-16
4
2
44
16
-28
14
88
-16
16
-24
40
-2
8
8
-10
-22
-6
-34
14
12
26
46
26
40
82
-50
-26
-26
-28
72
48
2
44
-20
-36
30
-74
-16
46
10
-2
-58
6
-4
-18
34
22
-40
-28
-6
10
-12
-30
-20
20
-62
-10
-12
-24
22
-12
34
-30
58
8
-16
4
-2
-26
4
16
-46
-92
52
-14
20
-42
-34
46
-16
-4
46
-12
34
-46
-10
-42
0
-66
-64
-28
82
-16
56
-44
-14
-54
-6
-12
28
-12
28
36
-10
-34
22
30
8
-4
10
-10
-20
2
50
8
-36
40
-16
68
-52
56
36
20
-14
30
2
-34
36
-40
-36
-16
16
-4
46
4
-20
22
62
-6
12
-12
30
-4
28
14
-30
-10
4
-40
0
16
22
48
14
56
80
-40
-20
-52
-16
76
38
-2
48
-16
-30
28
-70
-26
40
20
0
-54
-4
0
-24
30
44
-44
-44
-2
14
-22
-20
-22
22
-58
-28
10
-18
6
-12
32
-20
58
0
0
-4
-2
-20
0
8
-38
-104
42
-18
38
-46
-28
26
-4
6
24
20
20
-28
-30
-36
0
-66
-62
-30
72
-2
36
-26
-18
-54
-10
-24
50
-4
-6
48
-4
-24
6
24
14
-8
22
-18
-28
26
24
14
-24
32
-16
66
-52
56
48
20
-28
20
16
-18
6
-34
-20
-26
18
4
38
4
-22
40
52
-14
24
-2
16
0
40
-8
-14
-8
0
-54
-12
40
18
52
4
62
70
-32
-18
-54
-14
82
6
16
48
-32
-4
28
-70
-28
22
34
-16
-48
10
-10
-8
16
46
-30
-56
0
10
-14
-24
-30
26
-50
-32
12
-20
4
-16
22
-4
44
4
4
8
-6
-20
-6
24
-58
-80
26
-18
32
-46
-24
10
8
8
30
-6
36
-28
-20
-42
0
-68
-42
-48
72
0
36
-12
-40
-38
-14
-28
42
12
-16
48
-2
-34
16
18
10
8
16
-18
-24
16
28
8
-14
12
-10
60
-14
32
48
12
-16
28
8
-16
-12
-6
-22
-24
16
6
20
-12
8
14
78
-14
4
14
18
-12
40
-10
-22
10
4
-50
-14
36
12
44
24
46
70
-16
-40
-38
-24
74
14
20
60
-32
-20
26
-64
-28
20
48
-40
-22
-12
-4
-4
16
48
-48
-38
-6
26
-26
-22
-28
24
-54
-28
14
-10
-8
-16
38
-30
44
10
4
6
-6
-22
-4
10
-26
-88
18
-8
26
-50
-12
-10
16
-2
38
-2
30
-20
-34
-18
-14
-60
-36
-72
76
6
32
8
-56
-48
-16
0
22
12
-20
50
16
-46
12
28
14
-10
24
-24
-14
-2
30
30
-8
-4
-8
58
-6
26
54
-4
6
12
16
-20
-4
-12
-28
-20
6
-2
50
-22
16
4
76
0
-16
14
28
-4
28
-2
-14
-12
8
-42
-18
38
12
52
10
36
86
-10
-48
-12
-38
60
28
12
50
-26
-24
24
-50
-40
42
24
-16
-36
-8
12
-18
0
50
-40
-50
10
14
-28
-16
-28
32
-66
-24
18
-4
-26
-12
36
-36
36
12
30
-6
12
-46
-2
10
-14
-84
12
0
40
-80
-6
-12
20
6
24
6
26
-18
-24
-24
-10
-56
-42
-68
66
2
28
28
-70
-58
0
-14
24
28
-28
50
8
-46
24
12
30
-6
6
-10
-16
-16
26
56
-16
-4
-2
44
6
12
60
-8
12
28
-12
-2
-8
-4
-38
-24
6
-8
48
-4
4
6
50
42
-30
4
24
16
30
-26
6
-8
-10
-36
-22
50
12
38
18
42
90
-14
-44
-24
-38
46
40
24
54
-32
-20
18
-38
-42
26
26
-22
-38
-8
24
-10
-16
46
-32
-44
2
20
-32
-2
-44
36
-48
-32
8
2
-16
-38
62
-56
32
28
30
-10
16
-54
-4
22
-20
-82
6
2
28
-64
0
-16
-2
24
20
8
26
-16
-18
-32
-20
-44
-42
-62
52
8
38
22
-74
-52
6
-48
44
26
-34
54
24
-48
16
0
40
-22
22
-10
-16
-18
34
44
-12
-2
8
36
2
0
68
-6
26
14
-10
8
-22
6
-38
-20
-4
8
24
6
2
0
58
54
-50
12
28
14
20
-24
12
-12
-18
-12
-38
54
12
38
14
46
86
2
-68
0
-38
46
24
30
34
-8
-30
14
-34
-40
30
26
-22
-46
16
8
-18
2
26
-14
-48
-14
34
-40
20
-60
46
-60
-28
-6
12
-26
-40
68
-56
48
30
20
0
-4
-50
-10
22
-16
-74
8
-18
42
-60
6
-18
-6
22
18
-2
34
-4
-14
-34
-42
-28
-46
-66
50
22
18
30
-66
-52
10
-52
30
36
-32
58
24
-44
-2
0
52
-6
8
-2
-18
-24
28
48
-2
-8
8
34
4
-10
70
-8
22
22
-4
0
-30
18
-54
0
10
-2
8
12
4
-14
56
70
-40
16
-14
32
34
-44
26
0
-52
2
-26
46
14
42
0
66
64
16
-70
14
-54
54
0
52
22
-4
-28
10
-26
-32
6
42
-32
-38
6
12
-14
12
12
-6
-42
-14
36
-42
24
-76
42
-40
-38
-20
14
-30
-12
46
-48
50
28
14
-4
4
-48
-14
32
-26
-68
8
-14
16
-26
-4
-18
-12
22
12
4
30
-2
-8
-28
-42
-24
-46
-84
52
22
32
24
-64
-48
-2
-50
24
32
-30
70
24
-44
-20
2
62
-6
0
26
-34
-40
50
36
0
-6
12
28
24
-24
62
10
4
18
-6
10
-32
28
-50
-10
0
-2
0
26
-2
-14
48
94
-44
20
-38
56
26
-36
12
-6
-38
-6
-26
42
26
42
-4
62
62
24
-74
14
-54
40
16
52
10
12
-26
2
-6
-50
16
8
-2
-24
-10
0
-12
14
28
-20
-36
-6
18
-26
12
-64
50
-54
-40
-30
38
-36
-10
32
-30
44
22
26
-16
-2
-44
4
16
-30
-64
22
-26
14
-30
2
-38
0
22
12
-8
52
2
-22
-28
-46
-2
-66
-68
30
16
56
16
-74
-22
-14
-46
30
6
-24
70
22
-28
-26
16
48
-2
4
12
-18
-50
36
54
2
-14
18
22
24
-30
64
18
-10
22
8
6
-28
18
-54
0
0
-10
2
32
-6
-14
50
92
-40
24
-30
40
18
-10
-8
-10
-22
-6
-26
24
26
40
-6
76
50
44
-74
-2
-42
24
32
46
10
22
-40
-8
12
-48
16
22
-16
-18
-12
-8
-4
12
14
-18
-22
-4
8
-16
12
-56
20
-40
-42
-22
24
-32
0
18
2
14
28
22
-24
-4
-28
12
-2
-20
-68
16
-16
-4
-16
2
-36
0
30
-6
0
40
24
-36
-14
-50
-10
-62
-66
26
24
50
16
-80
-6
-22
-48
26
10
-18
62
28
-14
-42
20
36
8
-2
8
-12
-54
50
38
0
-12
20
16
36
-24
52
34
-12
0
6
16
-28
16
-44
-10
8
-6
4
18
6
-14
34
82
-22
16
-24
42
16
-2
-2
-8
-36
0
-32
34
24
32
-2
64
38
76
-88
2
-34
4
52
48
2
14
-26
-22
28
-62
-2
46
-22
-22
-12
2
-16
18
20
-2
-34
-22
16
-6
12
-58
0
-18
-56
6
-2
-20
-14
10
16
8
28
28
-10
-8
-36
12
-8
-6
-82
0
16
-18
-22
14
-32
-6
16
6
-8
48
18
-38
-18
-34
-26
-40
-72
6
40
32
28
-68
-22
-6
-62
30
18
-24
54
38
-34
-32
22
40
12
-8
10
-20
-32
42
40
2
-26
34
12
32
-32
60
28
-10
2
20
6
-32
30
-36
-14
-22
8
-8
36
6
-6
18
82
-18
6
-40
72
12
10
-30
10
-28
-12
-20
24
14
26
16
58
44
62
-66
-8
-22
-32
72
52
6
16
-30
-20
30
-52
-16
42
-18
-16
-24
10
-10
12
8
12
-28
-40
4
16
0
-50
0
-16
-64
12
-12
-20
-8
16
12
8
32
20
0
0
-44
0
-4
0
-66
-34
28
-8
-18
-8
-36
24
-2
16
6
26
26
-50
-12
-44
-14
-30
-98
6
56
26
30
-48
-34
-20
-56
28
28
-20
34
48
-36
-24
18
36
8
-16
10
8
-46
38
44
-14
-6
24
10
44
-44
56
28
-2
2
20
18
-44
44
-30
-22
-34
12
-18
42
20
-16
10
72
4
-14
-20
64
12
18
-18
-16
-22
4
-34
18
16
28
26
46
40
58
-46
-12
-36
-26
74
60
-16
36
-32
-26
28
-50
-12
44
-26
0
-38
20
-10
6
16
14
-28
-50
12
2
-4
-36
-2
-8
-62
0
-14
-26
16
-4
18
6
32
16
2
0
-32
-6
-2
-6
-60
-42
44
-12
-22
-18
-22
30
-18
8
24
8
46
-60
-4
-36
-30
-42
-90
6
60
16
34
-50
-26
-22
-54
24
20
-10
40
36
-24
-26
20
46
-16
-12
20
2
-34
30
44
2
-26
28
0
44
-32
46
36
-2
-10
20
42
-58
52
-38
-38
-14
4
-16
52
16
-22
24
64
-10
18
-44
62
2
20
0
-22
-22
-4
-26
18
12
30
30
34
50
54
-44
-14
-34
-24
68
58
-10
54
-34
-36
34
-52
-38
54
-6
6
-60
18
-20
12
22
20
-34
-40
0
14
-10
-48
4
0
-66
12
-32
-16
14
-6
28
-14
48
12
-12
2
-20
-4
-4
10
-64
-62
50
-20
4
-22
-32
32
-22
8
34
10
32
-56
-4
-46
-6
-58
-76
-10
66
-6
42
-42
-18
-32
-30
10
20
-2
28
28
-12
-34
22
46
-4
-16
12
-6
-16
6
40
18
-26
34
-18
60
-36
50
28
14
-14
32
16
-52
50
-50
-24
-18
6
-4
48
18
-34
14
86
-10
10
-20
38
-2
10
6
-6
-24
2
-42
18
8
28
44
22
48
80
-56
-22
-30
-24
70
54
-4
46
-22
-32
26
-70
-22
46
16
-6
-56
6
-4
-16
30
30
-44
-30
-2
4
-12
-28
-20
20
-60
-12
-14
-16
10
-6
34
-28
60
8
-16
4
0
-28
0
16
-50
-86
48
-12
16
-38
-36
48
-18
-2
46
-10
32
-40
-18
-42
-2
-64
-58
-28
76
-16
56
-38
-18
-52
-6
-16
30
-8
22
42
-14
-32
20
26
12
-4
14
-18
-22
12
44
8
-34
40
-12
70
-58
48
44
20
-18
32
8
-36
32
-42
-28
-24
18
-4
46
6
-14
14
66
-12
18
-16
36
-8
30
12
-30
-8
4
-40
2
8
30
44
12
62
72
-38
-18
-48
-24
80
32
0
50
-16
-26
28
-72
-22
32
28
-10
-48
-2
-4
-22
32
42
-42
-46
0
14
-26
-20
-22
24
-58
-28
14
-22
4
-14
36
-22
58
2
2
-8
-2
-20
-2
14
-36
-110
42
-18
38
-44
-26
20
2
8
22
18
20
-32
-24
-40
4
-70
-62
-26
66
4
34
-26
-16
-56
-10
-28
52
0
-10
54
-8
-26
12
20
16
-8
20
-20
-24
20
28
14
-26
30
-18
70
-42
44
54
12
-26
26
14
-20
8
-30
-20
-32
20
6
34
2
-14
28
60
-16
26
0
14
0
38
-4
-20
-2
2
-56
-18
44
16
54
2
66
64
-30
-18
-50
-18
82
6
14
56
-42
0
26
-68
-30
26
30
-12
-44
4
-2
-16
16
48
-30
-56
2
10
-14
-26
-34
30
-48
-36
14
-18
6
-20
24
-8
42
10
-4
14
-6
-18
-12
26
-52
-80
20
-14
26
-40
-20
0
10
8
28
-2
38
-32
-24
-36
0
-68
-36
-58
70
4
34
-4
-48
-38
-10
-26
38
16
-24
58
0
-34
4
22
12
8
14
-16
-22
8
38
6
-14
8
-8
66
-16
26
52
12
-14
22
10
-12
-16
-4
-20
-28
14
8
18
-12
10
16
78
-14
0
14
24
-16
42
-14
-14
6
4
-56
-12
38
10
46
20
46
70
-6
-46
-32
-26
68
20
8
66
-30
-22
30
-62
-32
20
44
-34
-22
-20
0
-4
24
42
-46
-42
-10
30
-28
-14
-32
24
-52
-28
10
-6
-8
-18
40
-34
46
6
8
2
4
-34
2
8
-22
-92
18
-4
26
-52
